i_32_a,sign,i_32_b,o_32_s,o_expected,Delta,%saiso,,,,,,,,,
15770254,0,35075.2812,15805329,15805329.2812,-0.281199999153614,-0.00000177914673051509%,,,,,,,,,
35075.2812,0,15770254,15805329,15805329.2812,-0.281199999153614,-0.00000177914673051509%,,,,,,,,,
15770254,1,35075.2812,15735179,15735178.7188,0.281199999153614,0.00000178707852118415%,,,,,,,,,
35075.2812,1,15770254,-15735179,-15735178.7188,-0.281199999153614,0.00000178707852118415%,,,,,,,,,
10773484,0,38354.4141,10811839,10811838.4141,0.585899999365211,0.00000541905989457929%,,,,,,,,,
38354.4141,0,10773484,10811839,10811838.4141,0.585899999365211,0.00000541905989457929%,,,,,,,,,
10773484,1,38354.4141,10735129,10735129.5859,-0.585899999365211,-0.00000545778227153176%,,,,,,,,,
38354.4141,1,10773484,-10735129,-10735129.5859,0.585899999365211,-0.00000545778227153176%,,,,,,,,,
-12657632,0,16187.1621,-12641445,-12641444.8379,-0.162100000306964,0.00000128229013681234%,,,,,,,,,
16187.1621,0,-12657632,-12641445,-12641444.8379,-0.162100000306964,0.00000128229013681234%,,,,,,,,,
-12657632,1,16187.1621,-12673819,-12673819.1621,0.162100000306964,-0.00000127901462245659%,,,,,,,,,
16187.1621,1,-12657632,12673819,12673819.1621,-0.162100000306964,-0.00000127901462245659%,,,,,,,,,
3236898.75,0,-3957.8804,3232940.75,3232940.8696,-0.119599999859929,-0.00000369941810518566%,,,,,,,,,
-3957.8804,0,3236898.75,3232940.75,3232940.8696,-0.119599999859929,-0.00000369941810518566%,,,,,,,,,
3236898.75,1,-3957.8804,3240856.5,3240856.6304,-0.130400000140071,-0.00000402362754701606%,,,,,,,,,
-3957.8804,1,3236898.75,-3240856.5,-3240856.6304,0.130400000140071,-0.00000402362754701606%,,,,,,,,,
5941344.5,0,8228.3311,5949572.5,5949572.8311,-0.331100000068545,-0.00000556510541963278%,,,,,,,,,
8228.3311,0,5941344.5,5949572.5,5949572.8311,-0.331100000068545,-0.00000556510541963278%,,,,,,,,,
5941344.5,1,8228.3311,5933116.5,5933116.1689,0.331100000068545,0.00000558054133178942%,,,,,,,,,
8228.3311,1,5941344.5,-5933116.5,-5933116.1689,-0.331100000068545,0.00000558054133178942%,,,,,,,,,
17971136,0,6851.8965,17977988,17977987.8965,0.103500001132488,0.00000057570403166551%,,,,,,,,,
6851.8965,0,17971136,17977988,17977987.8965,0.103500001132488,0.00000057570403166551%,,,,,,,,,
17971136,1,6851.8965,17964284,17964284.1035,-0.103500001132488,-0.00000057614319911765%,,,,,,,,,
6851.8965,1,17971136,-17964284,-17964284.1035,0.103500001132488,-0.00000057614319911765%,,,,,,,,,
-122625.1328,0,90537.0312,-32088.1016,-32088.1016,0,0.00000000000000000000%,,,,,,,,,
90537.0312,0,-122625.1328,-32088.1016,-32088.1016,0,0.00000000000000000000%,,,,,,,,,
-122625.1328,1,90537.0312,-213162.1562,-213162.164,0.00779999999213032,-0.00000365918596704166%,,,,,,,,,
90537.0312,1,-122625.1328,213162.1562,213162.164,-0.00779999999213032,-0.00000365918596704166%,,,,,,,,,
-2213492.5,0,97538.3672,-2115954,-2115954.1328,0.132799999788404,-0.00000627612847224963%,,,,,,,,,
97538.3672,0,-2213492.5,-2115954,-2115954.1328,0.132799999788404,-0.00000627612847224963%,,,,,,,,,
-2213492.5,1,97538.3672,-2311031,-2311030.8672,-0.132799999788404,0.00000574635335569106%,,,,,,,,,
97538.3672,1,-2213492.5,2311031,2311030.8672,0.132799999788404,0.00000574635335569106%,,,,,,,,,
14045733,0,42165.5625,14087898,14087898.5625,-0.5625,-0.00000399278854475355%,,,,,,,,,
42165.5625,0,14045733,14087898,14087898.5625,-0.5625,-0.00000399278854475355%,,,,,,,,,
14045733,1,42165.5625,14003568,14003567.4375,0.5625,0.00000401683358551684%,,,,,,,,,
42165.5625,1,14045733,-14003568,-14003567.4375,-0.5625,0.00000401683358551684%,,,,,,,,,
13161238,0,71275.1484,13232513,13232513.1484,-0.148399999365211,-0.00000112148008243736%,,,,,,,,,
71275.1484,0,13161238,13232513,13232513.1484,-0.148399999365211,-0.00000112148008243736%,,,,,,,,,
13161238,1,71275.1484,13089963,13089962.8516,0.148399999365211,0.00000113369305205531%,,,,,,,,,
71275.1484,1,13161238,-13089963,-13089962.8516,-0.148399999365211,0.00000113369305205531%,,,,,,,,,
14650114,0,28110.8066,14678225,14678224.8066,0.193399999290705,0.00000131759801909931%,,,,,,,,,
28110.8066,0,14650114,14678225,14678224.8066,0.193399999290705,0.00000131759801909931%,,,,,,,,,
14650114,1,28110.8066,14622003,14622003.1934,-0.193399999290705,-0.00000132266418446688%,,,,,,,,,
28110.8066,1,14650114,-14622003,-14622003.1934,0.193399999290705,-0.00000132266418446688%,,,,,,,,,
-226216.5625,0,70701.625,-155514.9375,-155514.9375,0,0.00000000000000000000%,,,,,,,,,
70701.625,0,-226216.5625,-155514.9375,-155514.9375,0,0.00000000000000000000%,,,,,,,,,
-226216.5625,1,70701.625,-296918.1875,-296918.1875,0,0.00000000000000000000%,,,,,,,,,
70701.625,1,-226216.5625,296918.1875,296918.1875,0,0.00000000000000000000%,,,,,,,,,
9660539,0,35405.9336,9695945,9695944.9336,0.0664000008255243,0.00000068482237966744%,,,,,,,,,
35405.9336,0,9660539,9695945,9695944.9336,0.0664000008255243,0.00000068482237966744%,,,,,,,,,
9660539,1,35405.9336,9625133,9625133.0664,-0.0664000008255243,-0.00000068986060106865%,,,,,,,,,
35405.9336,1,9660539,-9625133,-9625133.0664,0.0664000008255243,-0.00000068986060106865%,,,,,,,,,
15934314,0,26553.5195,15960867,15960867.5195,-0.519500000402331,-0.00000325483561446543%,,,,,,,,,
26553.5195,0,15934314,15960867,15960867.5195,-0.519500000402331,-0.00000325483561446543%,,,,,,,,,
15934314,1,26553.5195,15907760,15907760.4805,-0.480499999597669,-0.00000302053831013280%,,,,,,,,,
26553.5195,1,15934314,-15907760,-15907760.4805,0.480499999597669,-0.00000302053831013280%,,,,,,,,,
-17336436,0,95815.5938,-17240620,-17240620.4062,0.406199999153614,-0.00000235606370062842%,,,,,,,,,
95815.5938,0,-17336436,-17240620,-17240620.4062,0.406199999153614,-0.00000235606370062842%,,,,,,,,,
-17336436,1,95815.5938,-17432252,-17432251.5938,-0.406199999153614,0.00000233016370242203%,,,,,,,,,
95815.5938,1,-17336436,17432252,17432251.5938,0.406199999153614,0.00000233016370242203%,,,,,,,,,
-17446804,0,-780.4822,-17447584,-17447584.4822,0.482200000435114,-0.00000276370635102557%,,,,,,,,,
-780.4822,0,-17446804,-17447584,-17447584.4822,0.482200000435114,-0.00000276370635102557%,,,,,,,,,
-17446804,1,-780.4822,-17446024,-17446023.5178,-0.482200000435114,0.00000276395363071207%,,,,,,,,,
-780.4822,1,-17446804,17446024,17446023.5178,0.482200000435114,0.00000276395363071207%,,,,,,,,,
-9139826,0,40623.6719,-9099203,-9099202.3281,-0.671900000423193,0.00000738416375629151%,,,,,,,,,
40623.6719,0,-9139826,-9099203,-9099202.3281,-0.671900000423193,0.00000738416375629151%,,,,,,,,,
-9139826,1,40623.6719,-9180449,-9180449.6719,0.671900000423193,-0.00000731881361410629%,,,,,,,,,
40623.6719,1,-9139826,9180449,9180449.6719,-0.671900000423193,-0.00000731881361410629%,,,,,,,,,
3795581,0,78621.7109,3874202.75,3874202.7109,0.0391000001691282,0.00000100923991558627%,,,,,,,,,
78621.7109,0,3795581,3874202.75,3874202.7109,0.0391000001691282,0.00000100923991558627%,,,,,,,,,
3795581,1,78621.7109,3716959.25,3716959.2891,-0.0391000001691282,-0.00000105193512029548%,,,,,,,,,
78621.7109,1,3795581,-3716959.25,-3716959.2891,0.0391000001691282,-0.00000105193512029548%,,,,,,,,,
-8896648,0,88412.1719,-8808236,-8808235.8281,-0.171900000423193,0.00000195158262991550%,,,,,,,,,
88412.1719,0,-8896648,-8808236,-8808235.8281,-0.171900000423193,0.00000195158262991550%,,,,,,,,,
-8896648,1,88412.1719,-8985060,-8985060.1719,0.171900000423193,-0.00000191317584005498%,,,,,,,,,
88412.1719,1,-8896648,8985060,8985060.1719,-0.171900000423193,-0.00000191317584005498%,,,,,,,,,
4802558.5,0,33892.3984,4836451,4836450.8984,0.101599999703467,0.00000210071397059109%,,,,,,,,,
33892.3984,0,4802558.5,4836451,4836450.8984,0.101599999703467,0.00000210071397059109%,,,,,,,,,
4802558.5,1,33892.3984,4768666,4768666.1016,-0.101599999703467,-0.00000213057483033626%,,,,,,,,,
33892.3984,1,4802558.5,-4768666,-4768666.1016,0.101599999703467,-0.00000213057483033626%,,,,,,,,,
-9394188,0,59985.5156,-9334202,-9334202.4844,0.484400000423193,-0.00000518951673946175%,,,,,,,,,
59985.5156,0,-9394188,-9334202,-9334202.4844,0.484400000423193,-0.00000518951673946175%,,,,,,,,,
-9394188,1,59985.5156,-9454173,-9454173.5156,0.515599999576807,-0.00000545367607994537%,,,,,,,,,
59985.5156,1,-9394188,9454173,9454173.5156,-0.515599999576807,-0.00000545367607994537%,,,,,,,,,
12723634,0,61838.0352,12785472,12785472.0352,-0.0351999998092651,-0.00000027531247741464%,,,,,,,,,
61838.0352,0,12723634,12785472,12785472.0352,-0.0351999998092651,-0.00000027531247741464%,,,,,,,,,
12723634,1,61838.0352,12661796,12661795.9648,0.0351999998092651,0.00000027800163505337%,,,,,,,,,
61838.0352,1,12723634,-12661796,-12661795.9648,-0.0351999998092651,0.00000027800163505337%,,,,,,,,,
-3314170,0,73805.9453,-3240364,-3240364.0547,0.0547000002115965,-0.00000168808193425849%,,,,,,,,,
73805.9453,0,-3314170,-3240364,-3240364.0547,0.0547000002115965,-0.00000168808193425849%,,,,,,,,,
-3314170,1,73805.9453,-3387976,-3387975.9453,-0.0547000002115965,0.00000161453331117889%,,,,,,,,,
73805.9453,1,-3314170,3387976,3387975.9453,0.0547000002115965,0.00000161453331117889%,,,,,,,,,
10674439,0,35234.7266,10709673,10709673.7266,-0.726600000634789,-0.00000678452041755583%,,,,,,,,,
35234.7266,0,10674439,10709673,10709673.7266,-0.726600000634789,-0.00000678452041755583%,,,,,,,,,
10674439,1,35234.7266,10639205,10639204.2734,0.726600000634789,0.00000682945812452747%,,,,,,,,,
35234.7266,1,10674439,-10639205,-10639204.2734,-0.726600000634789,0.00000682945812452747%,,,,,,,,,
-1459610.25,0,29001.8008,-1430608.375,-1430608.4492,0.0741999999154359,-0.00000518660434005746%,,,,,,,,,
29001.8008,0,-1459610.25,-1430608.375,-1430608.4492,0.0741999999154359,-0.00000518660434005746%,,,,,,,,,
-1459610.25,1,29001.8008,-1488612.125,-1488612.0508,-0.0741999999154359,0.00000498450888366515%,,,,,,,,,
29001.8008,1,-1459610.25,1488612.125,1488612.0508,0.0741999999154359,0.00000498450888366515%,,,,,,,,,
-6126247,0,62972.9453,-6063274,-6063274.0547,0.0547000002115965,-0.00000090215285863906%,,,,,,,,,
62972.9453,0,-6126247,-6063274,-6063274.0547,0.0547000002115965,-0.00000090215285863906%,,,,,,,,,
-6126247,1,62972.9453,-6189220,-6189219.9453,-0.0547000002115965,0.00000088379473819047%,,,,,,,,,
62972.9453,1,-6126247,6189220,6189219.9453,0.0547000002115965,0.00000088379473819047%,,,,,,,,,
19211340,0,14960.3203,19226300,19226300.3203,-0.320300001651049,-0.00000166594714695506%,,,,,,,,,
14960.3203,0,19211340,19226300,19226300.3203,-0.320300001651049,-0.00000166594714695506%,,,,,,,,,
19211340,1,14960.3203,19196380,19196379.6797,0.320300001651049,0.00000166854379312868%,,,,,,,,,
14960.3203,1,19211340,-19196380,-19196379.6797,-0.320300001651049,0.00000166854379312868%,,,,,,,,,
11885104,0,19039.9492,11904144,11904143.9492,0.0507999993860722,0.00000042674214628836%,,,,,,,,,
19039.9492,0,11885104,11904144,11904143.9492,0.0507999993860722,0.00000042674214628836%,,,,,,,,,
11885104,1,19039.9492,11866064,11866064.0508,-0.0507999993860722,-0.00000042811162293235%,,,,,,,,,
19039.9492,1,11885104,-11866064,-11866064.0508,0.0507999993860722,-0.00000042811162293235%,,,,,,,,,
-17714944,0,67661.9062,-17647282,-17647282.0938,0.093800000846386,-0.00000053152661326438%,,,,,,,,,
67661.9062,0,-17714944,-17647282,-17647282.0938,0.093800000846386,-0.00000053152661326438%,,,,,,,,,
-17714944,1,67661.9062,-17782606,-17782605.9062,-0.093800000846386,0.00000052748175009424%,,,,,,,,,
67661.9062,1,-17714944,17782606,17782605.9062,0.093800000846386,0.00000052748175009424%,,,,,,,,,
-13032367,0,14178.4561,-13018188,-13018188.5439,0.543899999931455,-0.00000417800063424579%,,,,,,,,,
14178.4561,0,-13032367,-13018188,-13018188.5439,0.543899999931455,-0.00000417800063424579%,,,,,,,,,
-13032367,1,14178.4561,-13046546,-13046545.4561,-0.543899999931455,0.00000416891967120040%,,,,,,,,,
14178.4561,1,-13032367,13046546,13046545.4561,0.543899999931455,0.00000416891967120040%,,,,,,,,,
-16127066,0,43370,-16083696,-16083696,0,0.00000000000000000000%,,,,,,,,,
43370,0,-16127066,-16083696,-16083696,0,0.00000000000000000000%,,,,,,,,,
-16127066,1,43370,-16170436,-16170436,0,0.00000000000000000000%,,,,,,,,,
43370,1,-16127066,16170436,16170436,0,0.00000000000000000000%,,,,,,,,,
7515313.5,0,54952.5703,7570266,7570266.0703,-0.0702999997884035,-0.00000092863314361179%,,,,,,,,,
54952.5703,0,7515313.5,7570266,7570266.0703,-0.0702999997884035,-0.00000092863314361179%,,,,,,,,,
7515313.5,1,54952.5703,7460361,7460360.9297,0.0702999997884035,0.00000094231365547659%,,,,,,,,,
54952.5703,1,7515313.5,-7460361,-7460360.9297,-0.0702999997884035,0.00000094231365547659%,,,,,,,,,
4715837,0,17218.3594,4733055,4733055.3594,-0.359400000423193,-0.00000759340369238262%,,,,,,,,,
17218.3594,0,4715837,4733055,4733055.3594,-0.359400000423193,-0.00000759340369238262%,,,,,,,,,
4715837,1,17218.3594,4698619,4698618.6406,0.359400000423193,0.00000764905662523185%,,,,,,,,,
17218.3594,1,4715837,-4698619,-4698618.6406,-0.359400000423193,0.00000764905662523185%,,,,,,,,,
2920643.25,0,34460.7695,2955104,2955104.0195,-0.0194999999366701,-0.00000065987524662396%,,,,,,,,,
34460.7695,0,2920643.25,2955104,2955104.0195,-0.0194999999366701,-0.00000065987524662396%,,,,,,,,,
2920643.25,1,34460.7695,2886182.5,2886182.4805,0.0194999999366701,0.00000067563295350930%,,,,,,,,,
34460.7695,1,2920643.25,-2886182.5,-2886182.4805,-0.0194999999366701,0.00000067563295350930%,,,,,,,,,
-3818468.5,0,51689.9141,-3766778.75,-3766778.5859,-0.164100000169128,0.00000435650772740919%,,,,,,,,,
51689.9141,0,-3818468.5,-3766778.75,-3766778.5859,-0.164100000169128,0.00000435650772740919%,,,,,,,,,
-3818468.5,1,51689.9141,-3870158.25,-3870158.4141,0.164100000169128,-0.00000424013651666735%,,,,,,,,,
51689.9141,1,-3818468.5,3870158.25,3870158.4141,-0.164100000169128,-0.00000424013651666735%,,,,,,,,,
16729040,0,98708.5078,16827748,16827748.5078,-0.507800001651049,-0.00000301763483935877%,,,,,,,,,
98708.5078,0,16729040,16827748,16827748.5078,-0.507800001651049,-0.00000301763483935877%,,,,,,,,,
16729040,1,98708.5078,16630331,16630331.4922,-0.492200000211597,-0.00000295965237038389%,,,,,,,,,
98708.5078,1,16729040,-16630331,-16630331.4922,0.492200000211597,-0.00000295965237038389%,,,,,,,,,
11366616,0,27722.2383,11394338,11394338.2383,-0.238299999386072,-0.00000209138955156755%,,,,,,,,,
27722.2383,0,11366616,11394338,11394338.2383,-0.238299999386072,-0.00000209138955156755%,,,,,,,,,
11366616,1,27722.2383,11338894,11338893.7617,0.238299999386072,0.00000210161594591345%,,,,,,,,,
27722.2383,1,11366616,-11338894,-11338893.7617,-0.238299999386072,0.00000210161594591345%,,,,,,,,,
3909514.25,0,-1626.2783,3907888,3907887.9717,0.0282999998889863,0.00000072417633499037%,,,,,,,,,
-1626.2783,0,3909514.25,3907888,3907887.9717,0.0282999998889863,0.00000072417633499037%,,,,,,,,,
3909514.25,1,-1626.2783,3911140.5,3911140.5283,-0.0282999998889863,-0.00000072357410029670%,,,,,,,,,
-1626.2783,1,3909514.25,-3911140.5,-3911140.5283,0.0282999998889863,-0.00000072357410029670%,,,,,,,,,
-15958182,0,10035.0635,-15948147,-15948146.9365,-0.0635000001639128,0.00000039816538195157%,,,,,,,,,
10035.0635,0,-15958182,-15948147,-15948146.9365,-0.0635000001639128,0.00000039816538195157%,,,,,,,,,
-15958182,1,10035.0635,-15968217,-15968217.0635,0.0635000001639128,-0.00000039766493598750%,,,,,,,,,
10035.0635,1,-15958182,15968217,15968217.0635,-0.0635000001639128,-0.00000039766493598750%,,,,,,,,,
-19520508,0,82993.3047,-19437516,-19437514.6953,-1.30469999834895,0.00000671227787503321%,,,,,,,,,
82993.3047,0,-19520508,-19437516,-19437514.6953,-1.30469999834895,0.00000671227787503321%,,,,,,,,,
-19520508,1,82993.3047,-19603500,-19603501.3047,1.30469999834895,-0.00000665544372951451%,,,,,,,,,
82993.3047,1,-19520508,19603500,19603501.3047,-1.30469999834895,-0.00000665544372951451%,,,,,,,,,
-6475742,0,36391.2422,-6439350.5,-6439350.7578,0.257799999788403,-0.00000400350919657746%,,,,,,,,,
36391.2422,0,-6475742,-6439350.5,-6439350.7578,0.257799999788403,-0.00000400350919657746%,,,,,,,,,
-6475742,1,36391.2422,-6512133.5,-6512133.2422,-0.257799999788403,0.00000395876420521934%,,,,,,,,,
36391.2422,1,-6475742,6512133.5,6512133.2422,0.257799999788403,0.00000395876420521934%,,,,,,,,,
-14569736,0,82477.8516,-14487258,-14487258.1484,0.148399999365211,-0.00000102434841600169%,,,,,,,,,
82477.8516,0,-14569736,-14487258,-14487258.1484,0.148399999365211,-0.00000102434841600169%,,,,,,,,,
-14569736,1,82477.8516,-14652214,-14652213.8516,-0.148399999365211,0.00000101281622605451%,,,,,,,,,
82477.8516,1,-14569736,14652214,14652213.8516,0.148399999365211,0.00000101281622605451%,,,,,,,,,
8350412.5,0,57427.9766,8407841,8407840.4766,0.523399999365211,0.00000622514188776409%,,,,,,,,,
57427.9766,0,8350412.5,8407841,8407840.4766,0.523399999365211,0.00000622514188776409%,,,,,,,,,
8350412.5,1,57427.9766,8292984.5,8292984.5234,-0.0234000002965331,-0.00000028216621206161%,,,,,,,,,
57427.9766,1,8350412.5,-8292984.5,-8292984.5234,0.0234000002965331,-0.00000028216621206161%,,,,,,,,,
2871109,0,75669.8516,2946779,2946778.8516,0.148399999830872,0.00000503600735936786%,,,,,,,,,
75669.8516,0,2871109,2946779,2946778.8516,0.148399999830872,0.00000503600735936786%,,,,,,,,,
2871109,1,75669.8516,2795439,2795439.1484,-0.148399999830872,-0.00000530864711957011%,,,,,,,,,
75669.8516,1,2871109,-2795439,-2795439.1484,0.148399999830872,-0.00000530864711957011%,,,,,,,,,
-13286418,0,82016.2656,-13204402,-13204401.7344,-0.265599999576807,0.00000201145046113576%,,,,,,,,,
82016.2656,0,-13286418,-13204402,-13204401.7344,-0.265599999576807,0.00000201145046113576%,,,,,,,,,
-13286418,1,82016.2656,-13368434,-13368434.2656,0.265599999576807,-0.00000198676968671085%,,,,,,,,,
82016.2656,1,-13286418,13368434,13368434.2656,-0.265599999576807,-0.00000198676968671085%,,,,,,,,,
-16033257,0,87656.6328,-15945601,-15945600.3672,-0.632799999788404,0.00000396849278306303%,,,,,,,,,
87656.6328,0,-16033257,-15945601,-15945600.3672,-0.632799999788404,0.00000396849278306303%,,,,,,,,,
-16033257,1,87656.6328,-16120913,-16120913.6328,0.632799999788404,-0.00000392533583519047%,,,,,,,,,
87656.6328,1,-16033257,16120913,16120913.6328,-0.632799999788404,-0.00000392533583519047%,,,,,,,,,
-2512813.75,0,88645.2578,-2424168.5,-2424168.4922,-0.00779999978840351,0.00000032175980396993%,,,,,,,,,
88645.2578,0,-2512813.75,-2424168.5,-2424168.4922,-0.00779999978840351,0.00000032175980396993%,,,,,,,,,
-2512813.75,1,88645.2578,-2601459,-2601459.0078,0.00779999978840351,-0.00000029983173922851%,,,,,,,,,
88645.2578,1,-2512813.75,2601459,2601459.0078,-0.00779999978840351,-0.00000029983173922851%,,,,,,,,,
-12128411,0,90010.8828,-12038400,-12038400.1172,0.117200000211596,-0.00000097355129477833%,,,,,,,,,
90010.8828,0,-12128411,-12038400,-12038400.1172,0.117200000211596,-0.00000097355129477833%,,,,,,,,,
-12128411,1,90010.8828,-12218422,-12218421.8828,-0.117200000211596,0.00000095920734556220%,,,,,,,,,
90010.8828,1,-12128411,12218422,12218421.8828,0.117200000211596,0.00000095920734556220%,,,,,,,,,
-17281920,0,29777.1504,-17252144,-17252142.8496,-1.15040000155568,0.00000666815717667417%,,,,,,,,,
29777.1504,0,-17281920,-17252144,-17252142.8496,-1.15040000155568,0.00000666815717667417%,,,,,,,,,
-17281920,1,29777.1504,-17311696,-17311697.1504,1.15040000155568,-0.00000664521792150864%,,,,,,,,,
29777.1504,1,-17281920,17311696,17311697.1504,-1.15040000155568,-0.00000664521792150864%,,,,,,,,,
9202926,0,-3467.272,9199459,9199458.728,0.271999999880791,0.00000295669569181191%,,,,,,,,,
-3467.272,0,9202926,9199459,9199458.728,0.271999999880791,0.00000295669569181191%,,,,,,,,,
9202926,1,-3467.272,9206393,9206393.272,-0.271999999880791,-0.00000295446861593499%,,,,,,,,,
-3467.272,1,9202926,-9206393,-9206393.272,0.271999999880791,-0.00000295446861593499%,,,,,,,,,
-11376482,0,-4263.0674,-11380745,-11380745.0674,0.067399999126792,-0.00000059222835348327%,,,,,,,,,
-4263.0674,0,-11376482,-11380745,-11380745.0674,0.067399999126792,-0.00000059222835348327%,,,,,,,,,
-11376482,1,-4263.0674,-11372219,-11372218.9326,-0.067399999126792,0.00000059267236698707%,,,,,,,,,
-4263.0674,1,-11376482,11372219,11372218.9326,0.067399999126792,0.00000059267236698707%,,,,,,,,,
4524060,0,77647.2266,4601707.5,4601707.2266,0.273400000296533,0.00000594127324563706%,,,,,,,,,
77647.2266,0,4524060,4601707.5,4601707.2266,0.273400000296533,0.00000594127324563706%,,,,,,,,,
4524060,1,77647.2266,4446412.5,4446412.7734,-0.273400000296533,-0.00000614877687317084%,,,,,,,,,
77647.2266,1,4524060,-4446412.5,-4446412.7734,0.273400000296533,-0.00000614877687317084%,,,,,,,,,
-2137457,0,88070.9922,-2049386,-2049386.0078,0.00780000002123416,-0.00000038060179934611%,,,,,,,,,
88070.9922,0,-2137457,-2049386,-2049386.0078,0.00780000002123416,-0.00000038060179934611%,,,,,,,,,
-2137457,1,88070.9922,-2225528,-2225527.9922,-0.00779999978840351,0.00000035047861971365%,,,,,,,,,
88070.9922,1,-2137457,2225528,2225527.9922,0.00779999978840351,0.00000035047861971365%,,,,,,,,,
1875445.25,0,21464.0527,1896909.375,1896909.3027,0.0723000001162291,0.00000381146320561134%,,,,,,,,,
21464.0527,0,1875445.25,1896909.375,1896909.3027,0.0723000001162291,0.00000381146320561134%,,,,,,,,,
1875445.25,1,21464.0527,1853981.125,1853981.1973,-0.0723000001162291,-0.00000389971593139787%,,,,,,,,,
21464.0527,1,1875445.25,-1853981.125,-1853981.1973,0.0723000001162291,-0.00000389971593139787%,,,,,,,,,
18235404,0,51762.5703,18287166,18287166.5703,-0.570300001651049,-0.00000311858045071491%,,,,,,,,,
51762.5703,0,18235404,18287166,18287166.5703,-0.570300001651049,-0.00000311858045071491%,,,,,,,,,
18235404,1,51762.5703,18183642,18183641.4297,0.570300001651049,0.00000313633550164247%,,,,,,,,,
51762.5703,1,18235404,-18183642,-18183641.4297,-0.570300001651049,0.00000313633550164247%,,,,,,,,,
-2540263.75,0,40094.8281,-2500168.75,-2500168.9219,0.171899999957532,-0.00000687553542689814%,,,,,,,,,
40094.8281,0,-2540263.75,-2500168.75,-2500168.9219,0.171899999957532,-0.00000687553542689814%,,,,,,,,,
-2540263.75,1,40094.8281,-2580358.75,-2580358.5781,-0.171899999957532,0.00000666186480501121%,,,,,,,,,
40094.8281,1,-2540263.75,2580358.75,2580358.5781,0.171899999957532,0.00000666186480501121%,,,,,,,,,
-133414.7344,0,45611.2891,-87803.4453,-87803.4453,0,0.00000000000000000000%,,,,,,,,,
45611.2891,0,-133414.7344,-87803.4453,-87803.4453,0,0.00000000000000000000%,,,,,,,,,
-133414.7344,1,45611.2891,-179026.0156,-179026.0235,0.00789999996777624,-0.00000441276626343446%,,,,,,,,,
45611.2891,1,-133414.7344,179026.0156,179026.0235,-0.00789999996777624,-0.00000441276626343446%,,,,,,,,,
-19066436,0,13492.4014,-19052944,-19052943.5986,-0.401399999856949,0.00000210676107751898%,,,,,,,,,
13492.4014,0,-19066436,-19052944,-19052943.5986,-0.401399999856949,0.00000210676107751898%,,,,,,,,,
-19066436,1,13492.4014,-19079928,-19079928.4014,0.401399999856949,-0.00000210378147869515%,,,,,,,,,
13492.4014,1,-19066436,19079928,19079928.4014,-0.401399999856949,-0.00000210378147869515%,,,,,,,,,
-16584514,0,12056.6514,-16572458,-16572457.3486,-0.651399999856949,0.00000393061804990542%,,,,,,,,,
12056.6514,0,-16584514,-16572458,-16572457.3486,-0.651399999856949,0.00000393061804990542%,,,,,,,,,
-16584514,1,12056.6514,-16596570,-16596570.6514,0.651399999856949,-0.00000392490722052872%,,,,,,,,,
12056.6514,1,-16584514,16596570,16596570.6514,-0.651399999856949,-0.00000392490722052872%,,,,,,,,,
-15737522,0,71415.8125,-15666106,-15666106.1875,0.1875,-0.00000119685132831288%,,,,,,,,,
71415.8125,0,-15737522,-15666106,-15666106.1875,0.1875,-0.00000119685132831288%,,,,,,,,,
-15737522,1,71415.8125,-15808938,-15808937.8125,-0.1875,0.00000118603793767691%,,,,,,,,,
71415.8125,1,-15737522,15808938,15808937.8125,0.1875,0.00000118603793767691%,,,,,,,,,
10609143,0,3275.9421,10612419,10612418.9421,0.0579000003635883,0.00000054558720947112%,,,,,,,,,
3275.9421,0,10609143,10612419,10612418.9421,0.0579000003635883,0.00000054558720947112%,,,,,,,,,
10609143,1,3275.9421,10605867,10605867.0579,-0.0579000003635883,-0.00000054592425161939%,,,,,,,,,
3275.9421,1,10609143,-10605867,-10605867.0579,0.0579000003635883,-0.00000054592425161939%,,,,,,,,,
8056367.5,0,87307.3281,8143674.5,8143674.8281,-0.328099999576807,-0.00000402889366904346%,,,,,,,,,
87307.3281,0,8056367.5,8143674.5,8143674.8281,-0.328099999576807,-0.00000402889366904346%,,,,,,,,,
8056367.5,1,87307.3281,7969060.5,7969060.1719,0.328099999576807,0.00000411717307310256%,,,,,,,,,
87307.3281,1,8056367.5,-7969060.5,-7969060.1719,-0.328099999576807,0.00000411717307310256%,,,,,,,,,
16511011,0,84517.9062,16595529,16595528.9062,0.093800000846386,0.00000056521248208813%,,,,,,,,,
84517.9062,0,16511011,16595529,16595528.9062,0.093800000846386,0.00000056521248208813%,,,,,,,,,
16511011,1,84517.9062,16426493,16426493.0938,-0.093800000846386,-0.00000057102876621785%,,,,,,,,,
84517.9062,1,16511011,-16426493,-16426493.0938,0.093800000846386,-0.00000057102876621785%,,,,,,,,,
15449830,0,86586.3438,15536417,15536416.3438,0.656199999153614,0.00000422362522111142%,,,,,,,,,
86586.3438,0,15449830,15536417,15536416.3438,0.656199999153614,0.00000422362522111142%,,,,,,,,,
15449830,1,86586.3438,15363243,15363243.6562,-0.656199999153614,-0.00000427123343115630%,,,,,,,,,
86586.3438,1,15449830,-15363243,-15363243.6562,0.656199999153614,-0.00000427123343115630%,,,,,,,,,
-15062132,0,92941.0156,-14969191,-14969190.9844,-0.015599999576807,0.00000010421404598996%,,,,,,,,,
