i_32_a,sign,i_32_b,o_32_s,o_expected,Delta,%saiso,,,,,,,,,
78769.4766,0,-18969358,-18890590,-18890588.5234,-1.47659999877214,0.00000781659076922385%,,,,,,,,,
-18969358,1,78769.4766,-19048126,-19048127.4766,1.47659999877214,-0.00000775194307464657%,,,,,,,,,
78769.4766,1,-18969358,19048126,19048127.4766,-1.47659999877214,-0.00000775194307464657%,,,,,,,,,
5453289.5,0,58031.1641,5511321,5511320.6641,0.335900000296533,0.00000609472793852371%,,,,,,,,,
58031.1641,0,5453289.5,5511321,5511320.6641,0.335900000296533,0.00000609472793852371%,,,,,,,,,
5453289.5,1,58031.1641,5395258,5395258.3359,-0.335900000296533,-0.00000622583719599593%,,,,,,,,,
58031.1641,1,5453289.5,-5395258,-5395258.3359,0.335900000296533,-0.00000622583719599593%,,,,,,,,,
-2986046.5,0,23281.3359,-2962765,-2962765.1641,0.164100000169128,-0.00000553874475633565%,,,,,,,,,
23281.3359,0,-2986046.5,-2962765,-2962765.1641,0.164100000169128,-0.00000553874475633565%,,,,,,,,,
-2986046.5,1,23281.3359,-3009328,-3009327.8359,-0.164100000169128,0.00000545304496942756%,,,,,,,,,
23281.3359,1,-2986046.5,3009328,3009327.8359,0.164100000169128,0.00000545304496942756%,,,,,,,,,
-3431839.5,0,56262.1211,-3375577.25,-3375577.3789,0.128899999894202,-0.00000381860598722837%,,,,,,,,,
56262.1211,0,-3431839.5,-3375577.25,-3375577.3789,0.128899999894202,-0.00000381860598722837%,,,,,,,,,
-3431839.5,1,56262.1211,-3488101.75,-3488101.6211,-0.128899999894202,0.00000369541985573093%,,,,,,,,,
56262.1211,1,-3431839.5,3488101.75,3488101.6211,0.128899999894202,0.00000369541985573093%,,,,,,,,,
-1488782,0,36576.0625,-1452205.875,-1452205.9375,0.0625,-0.00000430379730491909%,,,,,,,,,
36576.0625,0,-1488782,-1452205.875,-1452205.9375,0.0625,-0.00000430379730491909%,,,,,,,,,
-1488782,1,36576.0625,-1525358,-1525358.0625,0.0625,-0.00000409739860669599%,,,,,,,,,
36576.0625,1,-1488782,1525358,1525358.0625,-0.0625,-0.00000409739860669599%,,,,,,,,,
6407082,0,33294.6406,6440376.5,6440376.6406,-0.140599999576807,-0.00000218310212931442%,,,,,,,,,
33294.6406,0,6407082,6440376.5,6440376.6406,-0.140599999576807,-0.00000218310212931442%,,,,,,,,,
6407082,1,33294.6406,6373787.5,6373787.3594,0.140599999576807,0.00000220590979348333%,,,,,,,,,
33294.6406,1,6407082,-6373787.5,-6373787.3594,-0.140599999576807,0.00000220590979348333%,,,,,,,,,
-13753019,0,46223.0547,-13706796,-13706795.9453,-0.0547000002115965,0.00000039907211305902%,,,,,,,,,
46223.0547,0,-13753019,-13706796,-13706795.9453,-0.0547000002115965,0.00000039907211305902%,,,,,,,,,
-13753019,1,46223.0547,-13799242,-13799242.0547,0.0547000002115965,-0.00000039639858475391%,,,,,,,,,
46223.0547,1,-13753019,13799242,13799242.0547,-0.0547000002115965,-0.00000039639858475391%,,,,,,,,,
-4783063.5,0,82326.7812,-4700737,-4700736.7188,-0.281200000084937,0.00000598204104816832%,,,,,,,,,
82326.7812,0,-4783063.5,-4700737,-4700736.7188,-0.281200000084937,0.00000598204104816832%,,,,,,,,,
-4783063.5,1,82326.7812,-4865390,-4865390.2812,0.281200000084937,-0.00000577959801439776%,,,,,,,,,
82326.7812,1,-4783063.5,4865390,4865390.2812,-0.281200000084937,-0.00000577959801439776%,,,,,,,,,
-13300418,0,49134.1367,-13251284,-13251283.8633,-0.136700000613928,0.00000103159816078293%,,,,,,,,,
49134.1367,0,-13300418,-13251284,-13251283.8633,-0.136700000613928,0.00000103159816078293%,,,,,,,,,
-13300418,1,49134.1367,-13349552,-13349552.1367,0.136700000613928,-0.00000102400439515958%,,,,,,,,,
49134.1367,1,-13300418,13349552,13349552.1367,-0.136700000613928,-0.00000102400439515958%,,,,,,,,,
-12991553,0,55262.9609,-12936290,-12936290.0391,0.0391000006347895,-0.00000030225049466740%,,,,,,,,,
55262.9609,0,-12991553,-12936290,-12936290.0391,0.0391000006347895,-0.00000030225049466740%,,,,,,,,,
-12991553,1,55262.9609,-13046816,-13046815.9609,-0.0391000006347895,0.00000029968998376285%,,,,,,,,,
55262.9609,1,-12991553,13046816,13046815.9609,0.0391000006347895,0.00000029968998376285%,,,,,,,,,
2374034.75,0,56795.7422,2430830.5,2430830.4922,0.00779999978840351,0.00000032087798032121%,,,,,,,,,
56795.7422,0,2374034.75,2430830.5,2430830.4922,0.00779999978840351,0.00000032087798032121%,,,,,,,,,
2374034.75,1,56795.7422,2317239,2317239.0078,-0.00779999978840351,-0.00000033660747821645%,,,,,,,,,
56795.7422,1,2374034.75,-2317239,-2317239.0078,0.00779999978840351,-0.00000033660747821645%,,,,,,,,,
14164658,0,75459.6562,14240117,14240117.6562,-0.656199999153614,-0.00000460810798756225%,,,,,,,,,
75459.6562,0,14164658,14240117,14240117.6562,-0.656199999153614,-0.00000460810798756225%,,,,,,,,,
14164658,1,75459.6562,14089199,14089198.3438,0.656199999153614,0.00000465746867310146%,,,,,,,,,
75459.6562,1,14164658,-14089199,-14089198.3438,-0.656199999153614,0.00000465746867310146%,,,,,,,,,
-10160548,0,2199.5239,-10158348,-10158348.4761,0.476099999621511,-0.00000468678546263354%,,,,,,,,,
2199.5239,0,-10160548,-10158348,-10158348.4761,0.476099999621511,-0.00000468678546263354%,,,,,,,,,
-10160548,1,2199.5239,-10162747,-10162747.5239,0.52390000037849,-0.00000515510199526673%,,,,,,,,,
2199.5239,1,-10160548,10162747,10162747.5239,-0.52390000037849,-0.00000515510199526673%,,,,,,,,,
10127516,0,56702.3555,10184219,10184218.3555,0.644500000402331,0.00000632841891154335%,,,,,,,,,
56702.3555,0,10127516,10184219,10184218.3555,0.644500000402331,0.00000632841891154335%,,,,,,,,,
10127516,1,56702.3555,10070813,10070813.6445,-0.644500000402331,-0.00000639968152676834%,,,,,,,,,
56702.3555,1,10127516,-10070813,-10070813.6445,0.644500000402331,-0.00000639968152676834%,,,,,,,,,
-11734923,0,48195.9531,-11686727,-11686727.0469,0.046900000423193,-0.00000040130996672532%,,,,,,,,,
48195.9531,0,-11734923,-11686727,-11686727.0469,0.046900000423193,-0.00000040130996672532%,,,,,,,,,
-11734923,1,48195.9531,-11783119,-11783118.9531,-0.046900000423193,0.00000039802704708208%,,,,,,,,,
48195.9531,1,-11734923,11783119,11783118.9531,0.046900000423193,0.00000039802704708208%,,,,,,,,,
-11416566,0,95139.25,-11321427,-11321426.75,-0.25,0.00000220820224800730%,,,,,,,,,
95139.25,0,-11416566,-11321427,-11321426.75,-0.25,0.00000220820224800730%,,,,,,,,,
-11416566,1,95139.25,-11511705,-11511705.25,0.25,-0.00000217170258072756%,,,,,,,,,
95139.25,1,-11416566,11511705,11511705.25,-0.25,-0.00000217170258072756%,,,,,,,,,
-13249649,0,64754.5312,-13184894,-13184894.4688,0.468800000846386,-0.00000355558402045407%,,,,,,,,,
64754.5312,0,-13249649,-13184894,-13184894.4688,0.468800000846386,-0.00000355558402045407%,,,,,,,,,
-13249649,1,64754.5312,-13314403,-13314403.5312,0.531199999153614,-0.00000398966426027902%,,,,,,,,,
64754.5312,1,-13249649,13314403,13314403.5312,-0.531199999153614,-0.00000398966426027902%,,,,,,,,,
-18035740,0,73805.9062,-17961934,-17961934.0938,0.093800000846386,-0.00000052221548279015%,,,,,,,,,
73805.9062,0,-18035740,-17961934,-17961934.0938,0.093800000846386,-0.00000052221548279015%,,,,,,,,,
-18035740,1,73805.9062,-18109546,-18109545.9062,-0.093800000846386,0.00000051795887832987%,,,,,,,,,
73805.9062,1,-18035740,18109546,18109545.9062,0.093800000846386,0.00000051795887832987%,,,,,,,,,
-5255651,0,19518.8418,-5236132.5,-5236132.1582,-0.341799999587238,0.00000652771911136668%,,,,,,,,,
19518.8418,0,-5255651,-5236132.5,-5236132.1582,-0.341799999587238,0.00000652771911136668%,,,,,,,,,
-5255651,1,19518.8418,-5275169.5,-5275169.8418,0.341799999587238,-0.00000647941222439595%,,,,,,,,,
19518.8418,1,-5255651,5275169.5,5275169.8418,-0.341799999587238,-0.00000647941222439595%,,,,,,,,,
5654804,0,32218.6113,5687022.5,5687022.6113,-0.111299999989569,-0.00000195708734775238%,,,,,,,,,
32218.6113,0,5654804,5687022.5,5687022.6113,-0.111299999989569,-0.00000195708734775238%,,,,,,,,,
5654804,1,32218.6113,5622585.5,5622585.3887,0.111299999989569,0.00000197951640206754%,,,,,,,,,
32218.6113,1,5654804,-5622585.5,-5622585.3887,-0.111299999989569,0.00000197951640206754%,,,,,,,,,
-8696661,0,45627.3359,-8651033,-8651033.6641,0.664100000634789,-0.00000767653931796228%,,,,,,,,,
45627.3359,0,-8696661,-8651033,-8651033.6641,0.664100000634789,-0.00000767653931796228%,,,,,,,,,
-8696661,1,45627.3359,-8742289,-8742288.3359,-0.664100000634789,0.00000759640925943473%,,,,,,,,,
45627.3359,1,-8696661,8742289,8742288.3359,0.664100000634789,0.00000759640925943473%,,,,,,,,,
-16892186,0,23405.1797,-16868782,-16868780.8203,-1.17969999834895,0.00000699339217763321%,,,,,,,,,
23405.1797,0,-16892186,-16868782,-16868780.8203,-1.17969999834895,0.00000699339217763321%,,,,,,,,,
-16892186,1,23405.1797,-16915590,-16915591.1797,1.17969999834895,-0.00000697403942798453%,,,,,,,,,
23405.1797,1,-16892186,16915590,16915591.1797,-1.17969999834895,-0.00000697403942798453%,,,,,,,,,
-5545698.5,0,82153.6953,-5463544.5,-5463544.8047,0.304700000211596,-0.00000557696534216173%,,,,,,,,,
82153.6953,0,-5545698.5,-5463544.5,-5463544.8047,0.304700000211596,-0.00000557696534216173%,,,,,,,,,
-5545698.5,1,82153.6953,-5627852.5,-5627852.1953,-0.304700000211596,0.00000541414361354517%,,,,,,,,,
82153.6953,1,-5545698.5,5627852.5,5627852.1953,0.304700000211596,0.00000541414361354517%,,,,,,,,,
17578458,0,98711.6172,17677170,17677169.6172,0.382800001651049,0.00000216550505505464%,,,,,,,,,
98711.6172,0,17578458,17677170,17677169.6172,0.382800001651049,0.00000216550505505464%,,,,,,,,,
17578458,1,98711.6172,17479746,17479746.3828,-0.382800001651049,-0.00000218996313371985%,,,,,,,,,
98711.6172,1,17578458,-17479746,-17479746.3828,0.382800001651049,-0.00000218996313371985%,,,,,,,,,
10302065,0,84585.8594,10386651,10386650.8594,0.140599999576807,0.00000135366059262080%,,,,,,,,,
84585.8594,0,10302065,10386651,10386650.8594,0.140599999576807,0.00000135366059262080%,,,,,,,,,
10302065,1,84585.8594,10217479,10217479.1406,-0.140599999576807,-0.00000137607327249753%,,,,,,,,,
84585.8594,1,10302065,-10217479,-10217479.1406,0.140599999576807,-0.00000137607327249753%,,,,,,,,,
-4862767,0,37628.4062,-4825138.5,-4825138.5938,0.0937999999150634,-0.00000194398560977275%,,,,,,,,,
37628.4062,0,-4862767,-4825138.5,-4825138.5938,0.0937999999150634,-0.00000194398560977275%,,,,,,,,,
-4862767,1,37628.4062,-4900395.5,-4900395.4062,-0.0937999999150634,0.00000191413125145753%,,,,,,,,,
37628.4062,1,-4862767,4900395.5,4900395.4062,0.0937999999150634,0.00000191413125145753%,,,,,,,,,
-11847479,0,57271.5625,-11790208,-11790207.4375,-0.5625,0.00000477090842533363%,,,,,,,,,
57271.5625,0,-11847479,-11790208,-11790207.4375,-0.5625,0.00000477090842533363%,,,,,,,,,
-11847479,1,57271.5625,-11904750,-11904750.5625,0.5625,-0.00000472500450174804%,,,,,,,,,
57271.5625,1,-11847479,11904750,11904750.5625,-0.5625,-0.00000472500450174804%,,,,,,,,,
18434810,0,97283.2891,18532092,18532093.2891,-1.28909999877214,-0.00000695604095372406%,,,,,,,,,
97283.2891,0,18434810,18532092,18532093.2891,-1.28909999877214,-0.00000695604095372406%,,,,,,,,,
18434810,1,97283.2891,18337528,18337526.7109,1.28909999877214,0.00000702984660415459%,,,,,,,,,
97283.2891,1,18434810,-18337528,-18337526.7109,-1.28909999877214,0.00000702984660415459%,,,,,,,,,
-5152033,0,22786.75,-5129246,-5129246.25,0.25,-0.00000487401048448395%,,,,,,,,,
22786.75,0,-5152033,-5129246,-5129246.25,0.25,-0.00000487401048448395%,,,,,,,,,
-5152033,1,22786.75,-5174819.5,-5174819.75,0.25,-0.00000483108614556092%,,,,,,,,,
22786.75,1,-5152033,5174819.5,5174819.75,-0.25,-0.00000483108614556092%,,,,,,,,,
-4313767,0,75257.2266,-4238509.5,-4238509.7734,0.273400000296533,-0.00000645038032027988%,,,,,,,,,
75257.2266,0,-4313767,-4238509.5,-4238509.7734,0.273400000296533,-0.00000645038032027988%,,,,,,,,,
-4313767,1,75257.2266,-4389024.5,-4389024.2266,-0.273400000296533,0.00000622917500977945%,,,,,,,,,
75257.2266,1,-4313767,4389024.5,4389024.2266,0.273400000296533,0.00000622917500977945%,,,,,,,,,
-14663332,0,63930.5,-14599401,-14599401.5,0.5,-0.00000342479792750408%,,,,,,,,,
63930.5,0,-14663332,-14599401,-14599401.5,0.5,-0.00000342479792750408%,,,,,,,,,
-14663332,1,63930.5,-14727262,-14727262.5,0.5,-0.00000339506408607845%,,,,,,,,,
63930.5,1,-14663332,14727262,14727262.5,-0.5,-0.00000339506408607845%,,,,,,,,,
-9398567,0,17928.1895,-9380639,-9380638.8105,-0.189500000327826,0.00000202011828997950%,,,,,,,,,
17928.1895,0,-9398567,-9380639,-9380638.8105,-0.189500000327826,0.00000202011828997950%,,,,,,,,,
-9398567,1,17928.1895,-9416495,-9416495.1895,0.189500000327826,-0.00000201242603021908%,,,,,,,,,
17928.1895,1,-9398567,9416495,9416495.1895,-0.189500000327826,-0.00000201242603021908%,,,,,,,,,
-19764348,0,32297.0391,-19732050,-19732050.9609,0.960900001227856,-0.00000486974214252702%,,,,,,,,,
32297.0391,0,-19764348,-19732050,-19732050.9609,0.960900001227856,-0.00000486974214252702%,,,,,,,,,
-19764348,1,32297.0391,-19796644,-19796645.0391,1.03909999877214,-0.00000524886917313432%,,,,,,,,,
32297.0391,1,-19764348,19796644,19796645.0391,-1.03909999877214,-0.00000524886917313432%,,,,,,,,,
-6845876.5,0,47415.9727,-6798460.5,-6798460.5273,0.0273000001907349,-0.00000040156150177101%,,,,,,,,,
47415.9727,0,-6845876.5,-6798460.5,-6798460.5273,0.0273000001907349,-0.00000040156150177101%,,,,,,,,,
-6845876.5,1,47415.9727,-6893292.5,-6893292.4727,-0.0273000001907349,0.00000039603716654782%,,,,,,,,,
47415.9727,1,-6845876.5,6893292.5,6893292.4727,0.0273000001907349,0.00000039603716654782%,,,,,,,,,
-9556110,0,91305.4766,-9464804,-9464804.5234,0.523399999365211,-0.00000552996100522942%,,,,,,,,,
91305.4766,0,-9556110,-9464804,-9464804.5234,0.523399999365211,-0.00000552996100522942%,,,,,,,,,
-9556110,1,91305.4766,-9647416,-9647415.4766,-0.523399999365211,0.00000542528722469482%,,,,,,,,,
91305.4766,1,-9556110,9647416,9647415.4766,0.523399999365211,0.00000542528722469482%,,,,,,,,,
-6464928.5,0,74776.6719,-6390151.5,-6390151.8281,0.328099999576807,-0.00000513446328667846%,,,,,,,,,
74776.6719,0,-6464928.5,-6390151.5,-6390151.8281,0.328099999576807,-0.00000513446328667846%,,,,,,,,,
-6464928.5,1,74776.6719,-6539705.5,-6539705.1719,-0.328099999576807,0.00000501704573757540%,,,,,,,,,
74776.6719,1,-6464928.5,6539705.5,6539705.1719,0.328099999576807,0.00000501704573757540%,,,,,,,,,
5576637,0,16554.0352,5593191,5593191.0352,-0.0351999998092651,-0.00000062933662711927%,,,,,,,,,
16554.0352,0,5576637,5593191,5593191.0352,-0.0351999998092651,-0.00000062933662711927%,,,,,,,,,
5576637,1,16554.0352,5560083,5560082.9648,0.0351999998092651,0.00000063308407504188%,,,,,,,,,
16554.0352,1,5576637,-5560083,-5560082.9648,-0.0351999998092651,0.00000063308407504188%,,,,,,,,,
17503624,0,84550.1562,17588174,17588174.1562,-0.156199999153614,-0.00000088809672775814%,,,,,,,,,
84550.1562,0,17503624,17588174,17588174.1562,-0.156199999153614,-0.00000088809672775814%,,,,,,,,,
17503624,1,84550.1562,17419074,17419073.8438,0.156199999153614,0.00000089671816397524%,,,,,,,,,
84550.1562,1,17503624,-17419074,-17419073.8438,-0.156199999153614,0.00000089671816397524%,,,,,,,,,
16130866,0,28258.9336,16159125,16159124.9336,0.0664000008255243,0.00000041091334523603%,,,,,,,,,
28258.9336,0,16130866,16159125,16159124.9336,0.0664000008255243,0.00000041091334523603%,,,,,,,,,
16130866,1,28258.9336,16102607,16102607.0664,-0.0664000008255243,-0.00000041235559280383%,,,,,,,,,
28258.9336,1,16130866,-16102607,-16102607.0664,0.0664000008255243,-0.00000041235559280383%,,,,,,,,,
16213222,0,88531.5312,16301753,16301753.5312,-0.531199999153614,-0.00000325854515059958%,,,,,,,,,
88531.5312,0,16213222,16301753,16301753.5312,-0.531199999153614,-0.00000325854515059958%,,,,,,,,,
16213222,1,88531.5312,16124690,16124690.4688,-0.468800000846386,-0.00000290734263552827%,,,,,,,,,
88531.5312,1,16213222,-16124690,-16124690.4688,0.468800000846386,-0.00000290734263552827%,,,,,,,,,
-1488179.125,0,6258.7065,-1481920.5,-1481920.4185,-0.0815000000875443,0.00000549962056464804%,,,,,,,,,
6258.7065,0,-1488179.125,-1481920.5,-1481920.4185,-0.0815000000875443,0.00000549962056464804%,,,,,,,,,
-1488179.125,1,6258.7065,-1494437.75,-1494437.8315,0.0815000000875443,-0.00000545355573645650%,,,,,,,,,
6258.7065,1,-1488179.125,1494437.75,1494437.8315,-0.0815000000875443,-0.00000545355573645650%,,,,,,,,,
-5192022.5,0,30392.4395,-5161630,-5161630.0605,0.0604999996721745,-0.00000117211034039727%,,,,,,,,,
30392.4395,0,-5192022.5,-5161630,-5161630.0605,0.0604999996721745,-0.00000117211034039727%,,,,,,,,,
-5192022.5,1,30392.4395,-5222415,-5222414.9395,-0.0604999996721745,0.00000115846788072276%,,,,,,,,,
30392.4395,1,-5192022.5,5222415,5222414.9395,0.0604999996721745,0.00000115846788072276%,,,,,,,,,
-14302958,0,79872.2109,-14223086,-14223085.7891,-0.210899999365211,0.00000148280058555813%,,,,,,,,,
79872.2109,0,-14302958,-14223086,-14223085.7891,-0.210899999365211,0.00000148280058555813%,,,,,,,,,
-14302958,1,79872.2109,-14382830,-14382830.2109,0.210899999365211,-0.00000146633170434968%,,,,,,,,,
79872.2109,1,-14302958,14382830,14382830.2109,-0.210899999365211,-0.00000146633170434968%,,,,,,,,,
-12738010,0,5090.0249,-12732920,-12732919.9751,-0.0249000005424023,0.00000019555609075605%,,,,,,,,,
5090.0249,0,-12738010,-12732920,-12732919.9751,-0.0249000005424023,0.00000019555609075605%,,,,,,,,,
-12738010,1,5090.0249,-12743100,-12743100.0249,0.0249000005424023,-0.00000019539986733015%,,,,,,,,,
5090.0249,1,-12738010,12743100,12743100.0249,-0.0249000005424023,-0.00000019539986733015%,,,,,,,,,
3726005.25,0,30783.9141,3756789,3756789.1641,-0.164100000169128,-0.00000436809181993158%,,,,,,,,,
30783.9141,0,3726005.25,3756789,3756789.1641,-0.164100000169128,-0.00000436809181993158%,,,,,,,,,
3726005.25,1,30783.9141,3695221.5,3695221.3359,0.164100000169128,0.00000444087066111184%,,,,,,,,,
30783.9141,1,3726005.25,-3695221.5,-3695221.3359,-0.164100000169128,0.00000444087066111184%,,,,,,,,,
-6777819.5,0,74975.2344,-6702844,-6702844.2656,0.265599999576807,-0.00000396249694983823%,,,,,,,,,
74975.2344,0,-6777819.5,-6702844,-6702844.2656,0.265599999576807,-0.00000396249694983823%,,,,,,,,,
-6777819.5,1,74975.2344,-6852795,-6852794.7344,-0.265599999576807,0.00000387579097099662%,,,,,,,,,
74975.2344,1,-6777819.5,6852795,6852794.7344,0.265599999576807,0.00000387579097099662%,,,,,,,,,
14074498,0,29625.0488,14104123,14104123.0488,-0.0488000009208918,-0.00000034599812233660%,,,,,,,,,
29625.0488,0,14074498,14104123,14104123.0488,-0.0488000009208918,-0.00000034599812233660%,,,,,,,,,
14074498,1,29625.0488,14044873,14044872.9512,0.0488000009208918,0.00000034745775978502%,,,,,,,,,
29625.0488,1,14074498,-14044873,-14044872.9512,-0.0488000009208918,0.00000034745775978502%,,,,,,,,,
18657310,0,39924.9141,18697236,18697234.9141,1.08590000122786,0.00000580781065337610%,,,,,,,,,
39924.9141,0,18657310,18697236,18697234.9141,1.08590000122786,0.00000580781065337610%,,,,,,,,,
18657310,1,39924.9141,18617384,18617385.0859,-1.08590000122786,-0.00000583272031070716%,,,,,,,,,
39924.9141,1,18657310,-18617384,-18617385.0859,1.08590000122786,-0.00000583272031070716%,,,,,,,,,
-17331786,0,76918.2578,-17254868,-17254867.7422,-0.257800001651049,0.00000149407115431288%,,,,,,,,,
76918.2578,0,-17331786,-17254868,-17254867.7422,-0.257800001651049,0.00000149407115431288%,,,,,,,,,
-17331786,1,76918.2578,-17408704,-17408704.2578,0.257800001651049,-0.00000148086840831672%,,,,,,,,,
76918.2578,1,-17331786,17408704,17408704.2578,-0.257800001651049,-0.00000148086840831672%,,,,,,,,,
2016547,0,35036.1641,2051583.25,2051583.1641,0.0859000000637025,0.00000418701038138932%,,,,,,,,,
35036.1641,0,2016547,2051583.25,2051583.1641,0.0859000000637025,0.00000418701038138932%,,,,,,,,,
2016547,1,35036.1641,1981510.75,1981510.8359,-0.0859000000637025,-0.00000433507596867048%,,,,,,,,,
35036.1641,1,2016547,-1981510.75,-1981510.8359,0.0859000000637025,-0.00000433507596867048%,,,,,,,,,
-9341008,0,75405.1875,-9265603,-9265602.8125,-0.1875,0.00000202361361472400%,,,,,,,,,
75405.1875,0,-9341008,-9265603,-9265602.8125,-0.1875,0.00000202361361472400%,,,,,,,,,
-9341008,1,75405.1875,-9416413,-9416413.1875,0.1875,-0.00000199120404199022%,,,,,,,,,
75405.1875,1,-9341008,9416413,9416413.1875,-0.1875,-0.00000199120404199022%,,,,,,,,,
-13832688,0,31813.043,-13800875,-13800874.957,-0.0429999995976687,0.00000031157444532789%,,,,,,,,,
31813.043,0,-13832688,-13800875,-13800874.957,-0.0429999995976687,0.00000031157444532789%,,,,,,,,,
-13832688,1,31813.043,-13864501,-13864501.043,0.0429999995976687,-0.00000031014458770861%,,,,,,,,,
31813.043,1,-13832688,13864501,13864501.043,-0.0429999995976687,-0.00000031014458770861%,,,,,,,,,
-50442.3242,0,49257.5938,-1184.7305,-1184.7304,-9.99999995201506E-05,0.00000844073888204022%,,,,,,,,,
49257.5938,0,-50442.3242,-1184.7305,-1184.7304,-9.99999995201506E-05,0.00000844073888204022%,,,,,,,,,
-50442.3242,1,49257.5938,-99699.9141,-99699.918,0.00390000001061708,-0.00000391173843354322%,,,,,,,,,
49257.5938,1,-50442.3242,99699.9141,99699.918,-0.00390000001061708,-0.00000391173843354322%,,,,,,,,,
5642802,0,45704.6133,5688506.5,5688506.6133,-0.113300000317395,-0.00000199173540648602%,,,,,,,,,
45704.6133,0,5642802,5688506.5,5688506.6133,-0.113300000317395,-0.00000199173540648602%,,,,,,,,,
5642802,1,45704.6133,5597097.5,5597097.3867,0.113300000317395,0.00000202426351534675%,,,,,,,,,
45704.6133,1,5642802,-5597097.5,-5597097.3867,-0.113300000317395,0.00000202426351534675%,,,,,,,,,
3160415.25,0,5320.271,3165735.5,3165735.521,-0.0210000001825392,-0.00000066335295678477%,,,,,,,,,
5320.271,0,3160415.25,3165735.5,3165735.521,-0.0210000001825392,-0.00000066335295678477%,,,,,,,,,
3160415.25,1,5320.271,3155095,3155094.979,0.0210000001825392,0.00000066559011130610%,,,,,,,,,
5320.271,1,3160415.25,-3155095,-3155094.979,-0.0210000001825392,0.00000066559011130610%,,,,,,,,,
